age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
49, Private,43,26, High school graduate,0, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,6, Joint both under 65, Not in universe,Kansas, Spouse of householder, Spouse of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,38,94,0
44,Private,33,26,High school graduate,0,Not in universe,Never married,Retail trade,Adm support including clerical,White,All other,Male,Not in universe, Job leaver,Full-time schedules,0,0,9,Single,Not in universe,Delaware,Grandchild 18+ never marr not in subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,Italy,El-Salvador,United-States,Foreign born- Not a citizen of U S,0,Not in universe,2,25,95,0
53,Private,41,2,High school graduate,0,Not in universe,Divorced,Utilities and sanitary services,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,5,Single,Not in universe,North Dakota,Nonfamily householder,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,39,95,0
33,Private,33,16,Some college but no degree,0,Not in universe,Separated,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,6,Joint both under 65,Not in universe,Arizona,Householder,Householder,Yes,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
49, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,2659,0,4973, Joint both 65+, Not in universe,Maryland, Householder, Group Quarters- Secondary individual, Not in universe under 1 year old,0, Not in universe, Germany, Peru, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
61,Private,3,39,Some college but no degree,1748,Not in universe,Married-civilian spouse present,Manufacturing-nondurable goods,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Job loser - on layoff,Full-time schedules,0,0,4,Joint both under 65,Not in universe,South Carolina,Householder,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,49,95,0
17,Private,33,19,Associates degree-academic program,0,Not in universe,Never married,Retail trade,Other service,White,All other,Female,Not in universe,Not in universe,Full-time schedules,2,0,7,Single,Not in universe,Massachusetts,Child 18+ ever marr Not in a subfamily,Nonrelative of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
49,Private,9,17,Masters degree(MA MS MEng MEd MSW MBA),1,Not in universe,Married-civilian spouse present,Transportation,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4367,0,6,Joint both under 65,Not in universe,Mississippi,Householder,Householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
1,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,10,0,2,Nonfiler,Not in universe,California,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
3, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,6,0,5, Nonfiler, Not in universe,California, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Nicaragua, ?, Greece, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
80, Not in universe,0,0, High school graduate,0, College or university, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,5, Nonfiler, Abroad,Virginia, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,0, Not in universe,Ireland, India,England, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
13, Not in universe,0,0, 11th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,2, Single, Not in universe,Connecticut, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,2,94,0
55,Federal government,51,3,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Public administration,Protective services,White,Other Spanish,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,3,Joint both under 65,Not in universe,Nevada,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
88,Not in universe,0,0,10th grade,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,4613,0,6,Single,Not in universe,Georgia,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
19,Not in universe,0,0,9th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Nonfiler,Not in universe,Texas,RP of unrelated subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
47, Private,36,30, High school graduate,0, Not in universe, Divorced, Personal services except private HH, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,2,0,5, Single, Not in universe,South Carolina, Secondary individual, Nonrelative of householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,40,95,0
64, Private,38,30, Associates degree-occup /vocational,0, Not in universe, Divorced, Education, Other service, White, All other, Female, No, Not in universe, PT for non-econ reasons usually FT,3,0,3, Head of household, Not in universe,Kentucky, Nonfamily householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
18,Never worked,0,0,10th grade,0,High school,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,0,0,3,Nonfiler,Not in universe,Virginia,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
38, Private,43,3, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,0,0,2474, Joint both under 65, Not in universe,Louisiana, Spouse of householder, Spouse of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,95,0
29,Private,42,9,Some college but no degree,0,Not in universe,Married-civilian spouse present,Other professional services,Professional specialty,Amer Indian Aleut or Eskimo,All other,Male,Not in universe,Not in universe,Full-time schedules,0,1,4,Joint both under 65,Not in universe,Massachusetts,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,40,95,1
41,Private,43,3,Some college but no degree,0,Not in universe,Married-civilian spouse present,Utilities and sanitary services,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,0,0,Joint both under 65,Not in universe,Alabama,Householder,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
7,Private,32,34,Children,1,Not in universe,Never married,Manufacturing-durable goods,Technicians and related support,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,1,Nonfiler,Not in universe,Illinois,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,52,94,0
60, Private,29,34, High school graduate,0, Not in universe, Married-civilian spouse present, Transportation, Sales, White,, Male, Not in universe, Not in universe, PT for econ reasons usually PT,2,0,8, Joint both under 65, Not in universe,Nevada, Householder, Householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
37,State government,29,2,Some college but no degree,1,Not in universe,Never married,Transportation,Protective services,White,All other,Male, Yes,Not in universe,Full-time schedules,0,0,8,Single,Not in universe,Nevada,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
50, Private,50,27, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Communications, Adm support including clerical, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,6, Joint both under 65, Not in universe,Vermont, Spouse of householder, Spouse of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
36,Not in universe,0,0,High school graduate,0,Not in universe,Separated,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Joint both under 65,Northeast,Oklahoma,Householder,Householder,No,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
48,Not in universe,0,0, Less than 1st grade,0,High school,Never married,Not in universe or children,Not in universe,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Not in labor force,7,0,6,Nonfiler,Not in universe,Alabama,Other Rel 18+ never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,0
13,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Other,Mexican-American,Female,Not in universe,Not in universe,Not in labor force,8,0,11,Nonfiler,Not in universe,Illinois,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,Mexico,Peru,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
45,Private,10,31,5th or 6th grade,0,Not in universe,Married-civilian spouse present,Transportation,Other service,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Unemployed full-time,0,0,1,Joint both under 65,Not in universe,New Jersey,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,40,95,0
14, Private,0,42, 11th grade,1, Not in universe, Never married, Retail trade, Not in universe, White, All other, Male, Not in universe, Not in universe, Unemployed part- time,11,0,8, Nonfiler, Not in universe,Kentucky, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
17,Private,43,33,11th grade,1620,Not in universe,Never married,Education,Precision production craft & repair,Black,All other,Male,Not in universe,Not in universe,Unemployed full-time,0,0,9,Nonfiler,Not in universe,Massachusetts,Child 18+ ever marr Not in a subfamily,Other relative of householder,Not in universe under 1 year old,4,Not in universe,,Jamaica,United-States,Foreign born- Not a citizen of U S,0,Not in universe,2,26,95,0
4,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,12,0,1,Nonfiler,Not in universe,Arizona,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
63, Private,29,3, High school graduate,1, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, No, Not in universe, Children or Armed Forces,1,0,2078, Joint both under 65, South,Washington, Householder, Householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
21,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Nonfiler,West,Ohio,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
8, Private,45,11, Some college but no degree,0, Not in universe, Never married, Other professional services, Professional specialty, White, All other, Female, No, Not in universe, Full-time schedules,0,0,6, Head of household, West,Wyoming, Secondary individual, Spouse of householder, No,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,0
26,Local government,42,24,High school graduate,0,Not in universe,Never married,Education,Private household services,White,Puerto Rican,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,Florida,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,6,Not in universe,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in Puerto Rico or U S Outlying,2,Not in universe,2,52,94,0
51,Private,29,38,Associates degree-occup /vocational,1,Not in universe,Married-civilian spouse present,Transportation,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Unemployed full-time,12,0,0,Joint both under 65,Not in universe,South Dakota,Householder,Householder,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
46,Private,2,35,Associates degree-occup /vocational,0,Not in universe,Never married,Construction,Handlers equip cleaners etc,White,All other,Male,Not in universe,Not in universe, PT for econ reasons usually PT,4,0,1,Single,Not in universe,Nebraska,Nonfamily householder,Child 18 or older,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
16,Not in universe,0,0,11th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,3,0,5,Nonfiler,Not in universe,New York,Secondary individual,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,Mexico,Germany,Dominican-Republic,Native- Born abroad of American Parent(s),0,Not in universe,2,0,95,0
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,9,0,7, Nonfiler, Not in universe,Maryland, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
16, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Male, Not in universe, Not in universe, Children or Armed Forces,4,0,4, Nonfiler, Not in universe,Idaho, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
5, Never worked,0,31, Children,0, Not in universe, Never married, Business and repair services, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,1,6, Nonfiler, Not in universe,Hawaii, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
31,Private,22,26,High school graduate,0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Executive admin and managerial,White,Puerto Rican,Female,Not in universe,Not in universe,Children or Armed Forces,6,0,6,Joint both under 65,Not in universe,North Dakota,Spouse of householder,Spouse of householder,Yes,3,Not in universe,Puerto-Rico,Guatemala,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
19,Not in universe,0,0,Some college but no degree,0,Not in universe,Never married,Education,Executive admin and managerial,White,All other,Female,Not in universe,Not in universe,Full-time schedules,8,0,4,Single,Not in universe,Kentucky,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,13,95,1
1,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,0,Nonfiler,Not in universe,New Jersey,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
52,Federal government,16,2,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Technicians and related support,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,West Virginia,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
14,Private,33,3,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,Northeast,Indiana,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,19,94,0
87, Not in universe,0,0, 5th or 6th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Other Spanish, Female, Not in universe, Not in universe, Not in labor force,10,0,5, Nonfiler, Not in universe,Iowa, Householder, Householder, Not in universe under 1 year old,0, Not in universe, ?, ?, United-States, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,95,0
73, Not in universe,42,0, High school graduate,0, Not in universe, Widowed, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,4, Single, Not in universe,Maine, Nonfamily householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
24,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,10,0,8,Nonfiler,Not in universe,Colorado,Other Rel <18 never marr child of subfamily RP,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
59, Private,44,30, High school graduate,0, Not in universe, Widowed, Hospital services, Adm support including clerical, Black, Other Spanish, Female, Not in universe, Not in universe, Full-time schedules,4,0,4, Head of household, Not in universe,Massachusetts, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,1,52,95,0
59,Private,43,13,Associates degree-occup /vocational,0,Not in universe,Married-civilian spouse present,Education,Other service,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,2,0,3,Head of household,West,New Mexico,Householder,Householder,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,39,94,0
4,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,5,Nonfiler,Not in universe,Illinois,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,Philippines,China,South Korea,Native- Born abroad of American Parent(s),0,Not in universe,0,0,95,0
66, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,1,0,2484, Joint both under 65, Not in universe,Ohio, Householder, Householder, Not in universe under 1 year old,6, Not in universe, Greece, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
59,Federal government,30,37,High school graduate,1888,Not in universe,Married-civilian spouse present,Transportation,Technicians and related support,White,All other,Male,Yes,Not in universe,Full-time schedules,0,0,2,Joint both under 65,Not in universe,Indiana,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Yes,2,52,95,0
45, Private,44,2, High school graduate,0, Not in universe, Widowed, Personal services except private HH, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,6,0,7, Joint one under 65 & one 65+, Not in universe,Wyoming, Nonfamily householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
20,Not in universe,0,0,11th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,5,Nonfiler,Not in universe,New Jersey,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Yes,2,0,94,0
76, Not in universe,0,0, 5th or 6th grade,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,12,0,689, Nonfiler, Not in universe,Vermont, Householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
71, Not in universe,0,0, High school graduate,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Single, Not in universe,Wyoming, Nonfamily householder, Householder, Yes,0, Not in universe, United-States, Poland, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
57,Private,43,25,Associates degree-occup /vocational,0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Adm support including clerical,White,All other,Male,Yes,Not in universe,Full-time schedules,9,0,2,Joint both under 65,Not in universe,North Carolina,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
22,Private,33,17,Some college but no degree,1,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Northeast,Michigan,Spouse of householder,Spouse of householder,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,19,94,0
31,Not in universe,0,0,7th and 8th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,Mexican (Mexicano),Female,Not in universe,Not in universe,Not in labor force,0,0,3,Joint both under 65,Not in universe,California,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,0
35, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,11,0,2, Nonfiler, Not in universe,Colorado, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
19,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,2,0,2,Nonfiler,West,Maine,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Both parents present,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,0,0,94,0
81,Not in universe,0,0,High school graduate,1,Not in universe,Divorced,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,2,Nonfiler,Not in universe,Arizona,Nonfamily householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
13, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,1,0,3, Nonfiler, Not in universe,Alabama, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
29, Private,33,35, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Adm support including clerical, White, NA, Female, Not in universe, Not in universe, PT for econ reasons usually PT,5,0,3, Joint both under 65, Not in universe,Mississippi, Spouse of householder, Spouse of householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,16,95,0
16, Not in universe,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Re-entrant, Children or Armed Forces,0,0,8, Nonfiler, Midwest,Arizona, Child 18+ never marr Not in a subfamily, Child 18 or older, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,40,94,0
46,Private,39,2,Some college but no degree,0,Not in universe,Never married,Public administration,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,0,3,Single,Not in universe,Iowa,Nonfamily householder,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
60, Self-employed-not incorporated,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,1, Nonfiler, Not in universe,Georgia, Nonfamily householder, Householder, Yes,2, Not in universe, United-States, Germany, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
10, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,0, Nonfiler, South,Maine, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, United-States, El-Salvador, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
7,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,0,Nonfiler,Not in universe,Delaware,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
48,Federal government,30,39,High school graduate,1846,Not in universe,Married-civilian spouse present,Transportation,Transportation and material moving,White,All other,Male,Yes,Not in universe,Children or Armed Forces,2,0,0,Joint both under 65,Not in universe,Oklahoma,Householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
48,Private,20,36,Some college but no degree,0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Precision production craft & repair,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,1,0,1,Joint both under 65,Not in universe,Indiana,Householder,Householder,Yes,6,Not in universe,Mexico,Mexico,Peru,Foreign born- U S citizen by naturalization,0,Not in universe,2,47,94,1
18,Private,43,30,Children,0,Not in universe,Never married,Retail trade,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Nonfiler,West,Alaska,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
57, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Asian or Pacific Islander, Central or South American, Male, Not in universe, Other job loser, Children or Armed Forces,0,0,2, Joint both under 65, Abroad,Louisiana, Householder, Householder, No,0, Not in universe, Haiti, South Korea,Japan, Foreign born- Not a citizen of U S ,0, Not in universe,2,12,94,0
5,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Alaska,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
46,Private,15,2,Doctorate degree(PhD EdD),0,Not in universe,Divorced,Manufacturing-durable goods,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,2,Single,Not in universe,Oklahoma,Nonfamily householder,Householder,Yes,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,1
28, Private,30,35, Associates degree-occup /vocational,1, Not in universe, Never married, Business and repair services, Transportation and material moving, Black, Mexican-American, Male, Not in universe, Not in universe, Full-time schedules,1,0,2, Head of household, Not in universe,Alabama, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
