age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
15,Private,33,19,10th grade,514,Not in universe,Never married,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,4,Single,Not in universe,Utah,Child <18 never marr not in subfamily,Child 18 or older,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
57, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,1,6, Single, Not in universe,Delaware, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
20, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,4, Nonfiler, Not in universe,Alabama, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
0, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,1, Nonfiler, West,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
63,Self-employed-not incorporated,2,44,Some college but no degree,0,Not in universe,Married-civilian spouse present,Agriculture,Farming forestry and fishing,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,7,0,0,Joint both under 65,Not in universe,Wisconsin,Householder,Householder,Yes,1,Not in universe,Mexico,Mexico,Mexico,Native- Born in the United States,0,Not in universe,2,52,94,0
62,Private,43,27,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Education,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,1,6,Joint both under 65,Not in universe,North Dakota,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
13, Not in universe,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,2,0,3, Nonfiler, Midwest,Massachusetts, Child <18 never marr not in subfamily, Child under 18 never married, No,0,Father only present, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,26,94,0
41, Not in universe,36,2, High school graduate,0, Not in universe, Never married, Not in universe or children, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,1, Single, South,Maryland, Secondary individual, Child 18 or older, No,1, Not in universe,Panama, ?,Poland, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,0
43,Private,33,19,Bachelors degree(BA AB BS),0,Not in universe,Divorced,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Single,West,Arizona,Nonfamily householder,Householder,No,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,1
55,Private,38,28,Some college but no degree,0,Not in universe,Married-civilian spouse present,Entertainment,Adm support including clerical,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,12,Joint both under 65,South,Texas,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
72, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,1,8, Joint both 65+, Not in universe,North Carolina, Spouse of householder, Spouse of householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
45,Private,33,26,Some college but no degree,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Female,Not in universe,Not in universe,Full-time schedules,1,1,6,Joint both under 65,Not in universe,Virginia,Spouse of householder,Spouse of householder,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,1
16,Not in universe,0,0,11th grade,0,High school,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,Central or South American,Female,Not in universe,Not in universe,Unemployed part- time,3,0,232,Nonfiler,Not in universe,Massachusetts,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,El-Salvador,Guatemala,United-States,Foreign born- Not a citizen of U S,2,Not in universe,2,0,95,0
23, Not in universe,0,0, Some college but no degree,0, College or university, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,0, Nonfiler, Abroad,Kentucky, Householder, Child 18 or older, No,0, Not in universe, Taiwan, Guatemala, Jamaica, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
41, Private,44,11, High school graduate,0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,5, Joint both under 65, Not in universe,Iowa, Spouse of householder, Spouse of householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,10,94,0
44, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White,Other Spanish, Male, Not in universe, Not in universe, Children or Armed Forces,10,0,2, Joint both under 65, Not in universe,Arizona, Householder, Householder, Not in universe under 1 year old,1, Not in universe, Portugal, United-States, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
45, Self-employed-not incorporated,37,28, High school graduate,0, Not in universe, Married-civilian spouse present, Hospital services, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,9,0,5, Joint both under 65, Not in universe,Michigan, Spouse of householder, Spouse of householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
24,Private,33,17,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,1,0,4,Joint both under 65,South,California,Spouse of householder,Spouse of householder,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
77,Not in universe,0,0,9th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,7,0,5,Nonfiler,Not in universe,Arizona,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
22,Private,32,27,Some college but no degree,0,College or university,Never married,Retail trade,Handlers equip cleaners etc,White,All other,Male,Not in universe,Not in universe,Not in labor force,3,0,7,Single,Not in universe,Texas,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,38,95,0
1,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Other,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,6,Nonfiler,Not in universe,West Virginia,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,Mexico,Mexico,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
11,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Montana,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,1
49, Private,30,31, Some college but no degree,1366, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Adm support including clerical, Black, All other, Male, No, Not in universe, Children or Armed Forces,2,0,7, Joint both under 65, Not in universe,Idaho, Householder, Householder, Yes,6, Not in universe, Canada, Germany,Japan, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,1
42, Private,34,2, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Other job loser, Children or Armed Forces,0,0,6, Joint both under 65, Not in universe,Montana, Spouse of householder, Spouse of householder, Not in universe under 1 year old,5, Not in universe, Mexico, Mexico, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,49,95,0
67,Private,30,34,High school graduate,0,Not in universe,Married-civilian spouse present, Communications,Precision production craft & repair,White,Puerto Rican,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,1,Head of household,Not in universe,Maine,Householder,Householder,Yes,1,Not in universe,,,,Foreign born- U S citizen by naturalization,0,Not in universe,2,29,94,0
56,Private,43,26,High school graduate,0,Not in universe,Never married,Social services,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,5,Single,Not in universe,Oklahoma,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,Philippines,United-States,United-States,Foreign born- U S citizen by naturalization,2,Not in universe,2,52,95,0
35,Private,44,2,Bachelors degree(BA AB BS),1501,Not in universe,Married-civilian spouse present,Public administration,Professional specialty,White,All other,Male,Yes,Not in universe,PT for non-econ reasons usually FT,0,0,9,Joint both under 65,Not in universe,South Carolina,Spouse of householder,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
63, Private,44,10, Associates degree-occup /vocational,781, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,8, Head of household, Not in universe,Illinois, Householder, Householder, Yes,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
61,Private,28,27,Bachelors degree(BA AB BS),1,Not in universe,Married-civilian spouse present,Transportation,Adm support including clerical,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,3,Joint both under 65,South,Rhode Island,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
24, Private,4,33, High school graduate,0, Not in universe, Never married, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Female, No, Not in universe, PT for non-econ reasons usually FT,1,0,4, Single, Not in universe,South Dakota, Secondary individual, Nonrelative of householder, Not in universe under 1 year old,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,19,95,0
22, Private,5,37, High school graduate,1707, Not in universe, Separated, Construction, Precision production craft & repair, Black, All other, Male, Not in universe, Job loser - on layoff, Unemployed full-time,0,0,7, Single, Not in universe,Illinois, Child 18+ ever marr Not in a subfamily, Nonrelative of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,40,95,0
47, State government,44,25, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,7, Joint both under 65, Not in universe,Wyoming, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
59,Not in universe,0,0,1st 2nd 3rd or 4th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,3,Joint both under 65,Not in universe,Wyoming,Householder,Householder,Yes,0,Not in universe,,Scotland,Ireland,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,94,0
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,6,0,0, Nonfiler, Not in universe,Arkansas, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
25, Private,32,26, High school graduate,0, Not in universe, Divorced, Retail trade, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,7, Single, Not in universe,Ohio, Nonfamily householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
54,Local government,45,28,High school graduate,0,Not in universe, Married-A F spouse present,Education,Other service,White, Mexican-American,Male,Not in universe,Not in universe,Full-time schedules,0,0,4,Joint both under 65,Not in universe,Mississippi,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,1,52,95,0
19, Not in universe,0,0, Some college but no degree,1, College or university, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,6,0,9, Nonfiler, Not in universe,Arkansas, Other Rel <18 never marr not in subfamily, Child 18 or older, Yes,6, Not in universe, Portugal, Outlying-U S (Guam USVI etc),Japan, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,94,0
2,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Other Spanish,Male,Not in universe,Not in universe,Children or Armed Forces,2582,0,3,Nonfiler,Not in universe,Texas,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Neither parent present,Cuba,Jamaica,United-States,Native- Born abroad of American Parent(s),0,Not in universe,0,0,94,0
56,Not in universe,0,0,Some college but no degree,0,Not in universe,Separated,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Florida,Other Rel 18+ never marr not in subfamily,Other relative of householder,Yes,0,Not in universe,Cuba,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
6,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Nonfiler,Not in universe,Maine,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
3, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Oregon, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, England, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
63,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,1,0,5,Joint both under 65,Not in universe,Texas,Spouse of householder,Spouse of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
19,Federal government,0,2,High school graduate,0,College or university,Never married,Education,Executive admin and managerial,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,0,2,Single,Not in universe,,Spouse of householder,Spouse of householder,Yes,6,Not in universe,Canada,United-States,United-States,Native- Born in the United States,0,Not in universe,2,21,95,0
57, Private,33,19, High school graduate,707, Not in universe, Married-civilian spouse present, Retail trade, Precision production craft & repair, White,Chicano, Male, No, Not in universe, Children or Armed Forces,0,0,3, Head of household, South,Maryland, Other Rel 18+ spouse of subfamily RP, Householder, Yes,6, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,2, Not in universe,2,52,94,0
46,Private,41,9,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Widowed,Hospital services,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,5,Head of household,Not in universe,New Hampshire,Householder,Householder,Not in universe under 1 year old,6,Not in universe,Ireland,Italy,Cuba,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,95,1
17,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Nonfiler,West,Kansas,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
6,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,4,0,4,Nonfiler,Not in universe,Nebraska,Child <18 never marr not in subfamily,Other relative of householder,Yes,0,Neither parent present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
75, Not in universe,0,0, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,7, Single, Not in universe,Hawaii, Householder, Householder, Not in universe under 1 year old,2, Not in universe, Ireland, Cuba, ?, Foreign born- Not a citizen of U S ,2, Not in universe,2,19,95,0
47,Private,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,2385,0,Joint both under 65,Not in universe,Florida,Householder,Householder,Yes,3,Not in universe,Italy,Italy,Cambodia,Foreign born- Not a citizen of U S,0,Not in universe,2,20,94,0
27,Not in universe,0,0,High school graduate,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,9,Nonfiler, Midwest,Georgia,Child 18+ never marr Not in a subfamily,Child under 18 never married,No,0,Not in universe,Mexico,United-States,Guatemala,Native- Born in the United States,0,Not in universe,2,0,94,0
17, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, Other, Central or South American, Male, Not in universe, Not in universe, Full-time schedules,11,0,6, Nonfiler, Not in universe,Nevada, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Columbia, Panama, Germany, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
25,Self-employed-incorporated,38,2,Associates degree-academic program,0,Not in universe,Widowed,Finance insurance and real estate,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Full-time schedules,2329,0,5,Single,Not in universe,Alaska,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
10,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,8,Nonfiler,Not in universe,South Carolina,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,Philippines,South Korea,United-States,Foreign born- Not a citizen of U S,0,Not in universe,0,0,95,0
36,Private,33,29,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Other service,White,Mexican (Mexicano),Female,Not in universe,Not in universe,Unemployed full-time,1,0,6,Joint both under 65,Not in universe,Arkansas,Spouse of householder,Spouse of householder,No,6,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,52,94,0
82,Not in universe,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,2,0,6,Single,Not in universe,Texas,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,0,95,0
46, Federal government,49,28, High school graduate,0, Not in universe, Married-civilian spouse present, Public administration,Protective services, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,5,0,3, Joint both under 65, Not in universe,Delaware, Householder, Householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,1,52,94,0
53,Private,33,32,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Other service,White,Puerto Rican,Male,Not in universe,Not in universe,Full-time schedules,0,0,3,Joint both under 65,Not in universe,Idaho,Householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in the United States,0,Not in universe,2,38,95,0
52, Private,38,34, 1st 2nd 3rd or 4th grade,0, Not in universe, Married-civilian spouse present, Forestry and fisheries, Precision production craft & repair, Other, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Head of household, South,Texas,Grandchild 18+ ever marr not in subfamily, Householder, No,5, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,18,94,0
50, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,11,0,4, Joint one under 65 & one 65+, Not in universe,Tennessee, Householder, Group Quarters- Secondary individual, Not in universe under 1 year old,0, Not in universe,Hungary, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
1,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,2806,0,3,Nonfiler,Not in universe,Missouri,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
15, Private,33,35, 10th grade,0, High school, Never married, Retail trade, Handlers equip cleaners etc , White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,4, Single, Not in universe,New York, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,19,95,0
46, Private,38,34, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Sales, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Full-time schedules,0,0,9, Joint both under 65, Not in universe,Virginia, Spouse of householder, Spouse of householder, Not in universe under 1 year old,2, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
47, Private,44,26, High school graduate,679, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,8, Joint both under 65, Not in universe,Wisconsin, Spouse of householder, Spouse of householder, Yes,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,37,94,0
12, Not in universe,0,0, 10th grade,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe,Montana, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, Mexico, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
70,Not in universe,0,0,9th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,3,Joint both under 65,Not in universe,Connecticut,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Yes,2,0,95,0
33,Private,10,3,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,2180,Joint both under 65,Not in universe,Oregon,Spouse of householder,Spouse of householder,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,48,95,1
20, Private,33,44, 11th grade,486, High school, Never married, Retail trade, Handlers equip cleaners etc , White, All other, Female, No,Job loser - on layoff, Full-time schedules,3,0,2, Single, Not in universe,Hawaii, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,6, Mother only present, United-States, Jamaica, United-States, Native- Born in the United States,0, Not in universe,2,19,95,0
58,Not in universe,0,0,10th grade,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,2,Joint one under 65 & one 65+,Not in universe,West Virginia,Other Rel 18+ ever marr not in subfamily,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
51, Private,9,2, High school graduate,0, Not in universe, Divorced, Business and repair services, Executive admin and managerial, White, All other, Male, No, Not in universe, Children or Armed Forces,6,0,4, Joint both under 65, South,New Jersey, Householder, Householder, No,5, Not in universe,France, France, Dominican-Republic, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
41, Private,33,0, High school graduate,0, Not in universe, Married-civilian spouse present, Personal services except private HH, Not in universe, White, All other, Male, Not in universe, Other job loser, Children or Armed Forces,9,0,4, Joint both 65+, Not in universe,New York, Householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
58, Private,43,35, High school graduate,0, Not in universe, Widowed, Business and repair services, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,8, Single, Not in universe,Maine, Nonfamily householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,1,52,95,0
3,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,South Dakota,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
29, Self-employed-not incorporated,45,29, High school graduate,0, Not in universe, Separated, Business and repair services, Other service, Black, All other, Female, No, Not in universe, Children or Armed Forces,0,0,5, Head of household, Not in universe,Maryland, Householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
35, Not in universe,0,0, 10th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,3, Nonfiler, Not in universe,Illinois, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
37,Private,29,36,Some college but no degree,1524,Not in universe,Married-civilian spouse present,Transportation,Protective services,White,All other,Male,Yes,Not in universe,Children or Armed Forces,0,0,1,Joint both under 65,Not in universe,Arkansas,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
13, Private,33,16, 7th and 8th grade,0, Not in universe, Never married, Retail trade, Sales, White, All other, Female, No, Not in universe, Full-time schedules,5,0,5, Single, Not in universe,Kansas, Nonfamily householder, Other relative of householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
0, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Northeast,West Virginia, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, Mexico, Mexico, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
46, Private,29,38, 12th grade no diploma,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Precision production craft & repair, White, Puerto Rican, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe,Mississippi, Householder, Householder, Not in universe under 1 year old,5, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,2, Not in universe,2,49,95,0
