age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
78, Private,0,0, High school graduate,0, Not in universe, Never married,  nOt In unIverse Or chiLdren, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,8,0,6, Single, Not in universe,Pennsylvania, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
17,Not in universe,0,0,11th grade,0,College or university,Never married, nOt In univeRse Or childRen,Not in universe,Amer Indian Aleut or Eskimo,All other,Male,Not in universe,Not in universe,Children or Armed Forces,2,0,3,Nonfiler,Not in universe,Alabama,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
57,Not in universe,0,0,Some college but no degree,0,Not in universe,Married-spouse absent, nOt In unIverse Or chiLdren,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,1,0,3,Single,Not in universe,Connecticut,Nonfamily householder,Householder,Not in universe under 1 year old,5,Not in universe,Poland,,England,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
73, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present,  nOt In univerSe Or childrEn, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,7,0,1, Joint both under 65, South,Arkansas, Householder, Householder, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
0,Not in universe,0,0,Children,1,Not in universe,Never married, nOt In uNiverse Or chiLdren,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,12,0,3,Nonfiler,Not in universe,New Mexico,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
51, Not in universe,0,0, Less than 1st grade,0, Not in universe, Married-civilian spouse present,  nOt In uniVerse Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,6, Joint both under 65, Not in universe,West Virginia, Spouse of householder, Spouse of householder, Not in universe under 1 year old,0, Not in universe, Ireland, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
0, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In uniVerse Or chIldren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,1, Nonfiler, Not in universe,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
56, Private,11,35, High school graduate,0, Not in universe, Married-civilian spouse present,  manufacturing-durable goOds, Precision production craft & repair, White, All other, Male,Yes, Not in universe, Children or Armed Forces,2,0,7, Joint both under 65, Not in universe,Wyoming, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,1
12,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uNiverse Or childrEn,Not in universe,White,,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Nonfiler,Not in universe,Montana,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
12, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univeRse Or chiLdren, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,7, Nonfiler, Not in universe,Iowa, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, England, Guatemala, Native- Born in the United States,0, Not in universe,0,0,95,0
16,Private,33,29,7th and 8th grade,0,Not in universe,Never married, retAil tRade,Other service,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Nonfiler,Not in universe,Nebraska,Other Rel 18+ never marr not in subfamily,Other relative of householder,Yes,3,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,25,94,0
43,Without pay,43,30,High school graduate,0,Not in universe,Married-civilian spouse present, persoNal servicEs exCept priVate Hh,Other service,White,All other,Male,Not in universe,Not in universe,Unemployed full-time,5,0,1,Joint both under 65,Not in universe,Iowa,Householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,48,95,0
44,Private,29,34,5th or 6th grade,0,Not in universe,Never married, retaIl tRade,Private household services,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Head of household,West,Vermont,Other Rel 18+ ever marr RP of subfamily,Other relative of householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
8, Not in universe,0,0, 1st 2nd 3rd or 4th grade,0, Not in universe, Never married,  nOt In unIverse Or childRen, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Nonfiler, Not in universe,New Mexico, Grandchild <18 never marr not in subfamily, Other relative of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
33,Federal government,51,26,Some college but no degree,0,Not in universe,Married-civilian spouse present, retaIl trAde,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,9,Joint both under 65,Not in universe,Kentucky,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
3,Not in universe,0,0,Children,1,Not in universe,Widowed, nOt In univErse Or chilDren,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,12,0,6,Nonfiler,Not in universe,Ohio,Grandchild <18 never marr child of subfamily RP,Other relative of householder,Not in universe under 1 year old,0,Neither parent present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
19, Private,42,32, High school graduate,719, Not in universe, Never married,  entertainmeNt, Machine operators assmblrs & inspctrs, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,4, Single, Not in universe,North Carolina,In group quarters, Nonrelative of householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
17, Private,0,0, High school graduate,0, Not in universe, Never married,  nOt In univeRse Or childrEn, Not in universe, White, All other, Female, Not in universe, Not in universe, Full-time schedules,9,0,904, Single, Not in universe,North Dakota, Secondary individual, Nonrelative of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
39,Local government,30,32,High school graduate,1,Not in universe,Married-civilian spouse present, trAnsportation,Protective services,White,All other,Male,Yes,Not in universe,PT for econ reasons usually PT,7,0,2,Joint both under 65,Not in universe,Arizona,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Yes,2,26,95,0
27, Private,3,35, High school graduate,1, Not in universe, Never married,  constrUction, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,4, Single, Not in universe,Alabama, Householder, Householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,49,94,0
17,Private,33,28,Some college but no degree,0,Not in universe,Never married, retaIl trAde,Other service,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Nonfiler,Midwest,Colorado,Child <18 never marr not in subfamily,Child under 18 never married,No,2,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,18,94,0
68,Not in universe,0,0,Some college but no degree,1,Not in universe,Married-civilian spouse present, nOt In univErse Or chilDren,Not in universe,White,,Male,Not in universe,Not in universe,Not in labor force,6,0,2,Joint both 65+,Not in universe,Montana,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,No,1,0,94,0
58,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present, nOt In univErse Or chIldren,Not in universe,White,Cuban,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,Washington,Spouse of householder,Spouse of householder,Yes,0,Not in universe,Cuba,Peru,Ecuador,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
2, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In unIverse Or chiLdren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Nonfiler, Not in universe,Minnesota, Other Rel <18 never marr child of subfamily RP, Other relative of householder, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
57,Private,36,16,High school graduate,0,Not in universe,Married-civilian spouse present, buSiness aNd rEpair seRvices,Technicians and related support,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,1,0,4996,Joint both under 65,Not in universe,Georgia,Spouse of householder,Spouse of householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
38, Self-employed-incorporated,44,10,Doctorate degree(PhD EdD),0,Not in universe,Married-civilian spouse present, socIal servicEs,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,4696,1843,2664,Joint both under 65,Not in universe,Georgia,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,Italy,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
74, Not in universe,0,0, 10th grade,0, Not in universe, Widowed,  nOt In univErse Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,5,0,8, Nonfiler, Not in universe,Georgia, Householder, Householder, Yes,0, Not in universe, Italy, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
4, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In uniVerse Or cHildren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Minnesota, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
63, Local government,0,0, High school graduate,0, Not in universe, Married-civilian spouse present,  nOt In uniVerse Or chiLdren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,7,0,7, Joint both under 65, Not in universe,Iowa, Spouse of householder, Spouse of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
10,Not in universe,0,0,11th grade,1,College or university,Never married, nOt In univerSe Or childRen,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,6,Nonfiler,Not in universe,Mississippi,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
57,Private,33,16,Associates degree-academic program,0,Not in universe,Never married, retAil traDe,Sales,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,1,Nonfiler,Not in universe,Connecticut,Nonfamily householder,Child 18 or older,Not in universe under 1 year old,0,Not in universe,Nicaragua,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
0, Not in universe,0,0, Children,0, High school, Never married,  nOt In univerSe Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,4, Nonfiler, Not in universe,Delaware, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
67,Federal government,31,2,Doctorate degree(PhD EdD),0,Not in universe,Married-civilian spouse present, pubLic admiNistration,Protective services,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,9,Joint both under 65,Not in universe,South Dakota,Householder,Householder,Yes,6,Not in universe,Italy,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
21, Not in universe,0,0, High school graduate,0, Not in universe, Never married,  nOt In unIverse Or childrEn, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,1,0,1, Nonfiler, Not in universe,Georgia, Spouse of householder, Other relative of householder, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
57,Private,29,17,Some college but no degree,1,Not in universe,Married-civilian spouse present, transporTation,Adm support including clerical,White,All other,Male,Yes,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,Idaho,Spouse of householder,Spouse of householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
56,Self-employed-not incorporated,33,35,Some college but no degree,0,Not in universe,Married-civilian spouse present, businEss aNd repAir serviCes,Farming forestry and fishing,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,3,1,0,Joint both under 65,Not in universe,South Dakota,Spouse of householder,Spouse of householder,Yes,1,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,52,94,0
44, Private,33,30, High school graduate,0, Not in universe, Married-civilian spouse present,  rEtail trAde, Sales, White, All other, Male, No, Not in universe, Full-time schedules,6,0,2, Joint both under 65, Not in universe,Nevada, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
13, Not in universe,0,0, Some college but no degree,0, College or university, Never married,  nOt In uNiverse Or childrEn, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Single, Not in universe,South Carolina, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,3, Not in universe, United-States, ?, United-States, Native- Born in the United States,0, Not in universe,2,10,94,0
24,Private,33,25,High school graduate,706,Not in universe,Married-civilian spouse present, rEtail traDe,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,6,Joint both under 65,Midwest,Oklahoma,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
56,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present, nOt In univErse Or childrEn,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,1,5,Joint both under 65,Not in universe,Alabama,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
67,Not in universe,0,0,7th and 8th grade,0,High school,Married-civilian spouse present, nOt In univeRse Or chiLdren,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,11,0,3996,Nonfiler,Not in universe,Minnesota,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
38, Private,33,28, High school graduate,0, Not in universe, Divorced,  sociAl servicEs, Sales, White, All other, Male, Not in universe, Job leaver, PT for non-econ reasons usually FT,4,0,8, Head of household, South,New Jersey, Householder, Householder, Not in universe under 1 year old,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
48,Not in universe,0,0,5th or 6th grade,0,Not in universe,Married-civilian spouse present, nOt In univErse Or chIldren,Not in universe,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Not in labor force,6,0,4,Nonfiler,Not in universe,Delaware,Householder,Householder,Not in universe under 1 year old,0,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,26,95,0
76,Not in universe,0,0,High school graduate,0,Not in universe,Widowed, nOt In unIverse Or childrEn,Not in universe,Black,All other,Female,Not in universe,Not in universe,Not in labor force,2,0,3,Single,Not in universe,Michigan,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,Germany,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
4,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In univeRse Or childRen,Not in universe,Asian or Pacific Islander,All other,Female,Not in universe,Not in universe,Children or Armed Forces,3,0,6,Nonfiler,Not in universe,Michigan,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
12, Private,33,26, High school graduate,0, High school, Never married,  retAil tRade, Other service, White, All other, Female, No, Other job loser, Children or Armed Forces,1,0,11, Single, Not in universe,Maryland, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,94,0
49, Private,42,10, Bachelors degree(BA AB BS),743, Not in universe, Divorced,  edUcation, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,10, Head of household, Not in universe,Michigan, Nonfamily householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
58,Private,33,17,Some college but no degree,0,Not in universe,Married-civilian spouse present, retAil tRade,Sales,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,3,Joint both under 65,Not in universe,Minnesota,Householder,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,1
47, State government,44,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present,  edUcation, Professional specialty, White, All other, Female, No, Not in universe, Full-time schedules,0,0,2365, Joint both under 65, Not in universe,Delaware, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,95,1
12, Not in universe,0,0, 9th grade,0, Not in universe, Divorced,  nOt In unIverse Or childrEn, Not in universe, Other, Puerto Rican, Female, Not in universe, Not in universe, Children or Armed Forces,1,0,10, Nonfiler, Not in universe,Nevada, Other Rel 18+ ever marr RP of subfamily, Child under 18 never married, Yes,0, Both parents present, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0, Not in universe,2,0,94,0
58,Private,2,34,Associates degree-occup /vocational,0,Not in universe,Widowed, constructIon,Transportation and material moving,White,All other,Male,Not in universe,Not in universe, PT for econ reasons usually PT,1,0,0,Single,Not in universe,Kansas,Householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,39,95,1
34, Private,29,38, High school graduate,1722, Not in universe, Married-civilian spouse present,  educatiOn, Precision production craft & repair, White, All other, Male, No, Other job loser, Full-time schedules,2,0,11, Head of household, Not in universe,Connecticut, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,38,95,0
59, Private,30,39, High school graduate,0, Not in universe, Married-civilian spouse present,  whOlesale trAde, Farming forestry and fishing, White,Do not know, Male, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,1, Joint both under 65, Not in universe,New Jersey, Householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
64, Not in universe,0,0, High school graduate,0, Not in universe, Divorced,  nOt In univErse Or chiLdren, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,6, Single, Not in universe,Wyoming, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,1,0,95,0
47,Self-employed-incorporated,42,8,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, othEr pRofessional servIces,Professional specialty,White,All other,Male,Not in universe,Not in universe,Not in labor force,0,1,3,Joint both under 65,Not in universe,Delaware,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,52,95,0
56, State government,30,12, Associates degree-occup /vocational,1733, Not in universe, Married-civilian spouse present,  edUcation, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,8,0,7, Joint both under 65, Not in universe,Kansas, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
78, Private,0,0, High school graduate,0, Not in universe, Divorced,  nOt In univErse Or cHildren, Not in universe, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,6,1841,3, Head of household, Not in universe,New York, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Yes,2,18,95,0
37,Private,32,19,High school graduate,0,Not in universe,Married-civilian spouse present, rEtail traDe,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Joint both under 65,Northeast,Connecticut,Householder,Householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
54, Local government,38,26, Bachelors degree(BA AB BS),696, Not in universe, Married-civilian spouse present,  bUsiness aNd repAir servicEs, Adm support including clerical, White, All other, Female, No, Not in universe, Full-time schedules,0,0,5, Joint both under 65, Not in universe,Florida, Spouse of householder, Spouse of householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
48,Private,19,38,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, manufacturing-Nondurable gOods,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,9,1,3,Joint both under 65,Not in universe,Vermont,Householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,40,94,0
11, Never worked,33,29, 10th grade,513, High school, Never married,  reTail traDe, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,1,0,4, Nonfiler, Not in universe,Kentucky, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Dominican-Republic, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
57,Private,38,25,High school graduate,745,Not in universe,Married-civilian spouse present, reTail trAde,Adm support including clerical,Black,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,9,Joint both under 65,Not in universe,Iowa,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,18,95,0
62, Not in universe,0,0, High school graduate,0, Not in universe,Divorced,  nOt In uniVerse Or chilDren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,1, Nonfiler,Northeast,Vermont, Nonfamily householder, Householder,Yes,0, Not in universe,Peru,Honduras, Haiti, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
50,Private,33,2,Some college but no degree,0,Not in universe,Never married, reTail tRade,Sales,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,4,Single,Not in universe,New York,Nonfamily householder,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
52,Private,12,2,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Never married, reTail trAde,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,9,0,5,Single,Not in universe,North Carolina,Nonfamily householder,Householder,Yes,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
0,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In univeRse Or chIldren,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Nonfiler,Not in universe,South Dakota,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,South Korea,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
10, Self-employed-not incorporated,3,36, 12th grade no diploma,0, Not in universe, Never married,  peRsonal serVices eXcept privAte Hh, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,2,0,4, Single, Not in universe,Florida, Child 18+ never marr Not in a subfamily, Nonrelative of householder, Yes,1, Not in universe, Honduras, United-States, United-States, Native- Born in the United States,0, Not in universe,2,25,94,0
48, Self-employed-not incorporated,0,0,1st 2nd 3rd or 4th grade,0, Not in universe, Married-civilian spouse present,  nOt In univErse Or childRen, Farming forestry and fishing, White, All other, Male, Not in universe, Not in universe,Children or Armed Forces,2,0,0, Nonfiler, Not in universe,Missouri, RP of unrelated subfamily,Other relative of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
40, Private,29,26, 7th and 8th grade,0, Not in universe, Married-spouse absent,  personAl sErvices excePt privaTe Hh, Protective services, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Single, Not in universe,Texas, Nonfamily householder, Householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
34,Without pay,30,37,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, uTilities aNd sanItary serviCes,Transportation and material moving,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,2,Joint both under 65,Not in universe,Arizona,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
21, Not in universe,0,0, Less than 1st grade,0, High school, Never married,  nOt In uniVerse Or cHildren, Not in universe, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces,0,0,1, Nonfiler, Abroad,Arkansas, Nonfamily householder, Householder, No,0, Not in universe, Dominican-Republic, ?, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
53, Not in universe,3,2, High school graduate,0, Not in universe, Married-civilian spouse present,  sOcial serviCes, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,8,0,7, Head of household, Not in universe,Connecticut, Householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
8, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univerSe Or cHildren, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,15,0,9, Nonfiler, Not in universe,Minnesota, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Puerto-Rico, Mexico, ?, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
0, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In unIverse Or chIldren, Not in universe, Other, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,14,0,7, Nonfiler, Not in universe,Ohio, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Mexico, Puerto-Rico, Germany, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
34, State government,42,10, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present,  mEdical excEpt hOspital, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe,Arizona, Householder, Householder, Not in universe under 1 year old,5, Not in universe,Holand-Netherlands, China, Laos, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,1
20,Private,33,37,Some college but no degree,0,Not in universe,Never married, communIcations,Precision production craft & repair,White,Mexican (Mexicano),Male,No,Re-entrant,Full-time schedules,2,1,1,Single,Not in universe,Connecticut,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
