parents,has_nurs,form,children,housing,finance,social,health,class
great_pret,very_crit,complete,more,less_conv,convenient,problematic,noT_Recom,not_recommend
great_pret,critical,completed,more,less_conv,convenient,slightly_prob, priorIty,recommend
pretentious,proper,incomplete,3,convenient,convenient,nonprob,noT_rEcom,not_recommend
usual,improper,foster,2,convenient,convenient,slightly_prob, priOrity,recommend
usual,critical,incomplete,1,less_conv,convenient,slightly_prob, prIority,recommend
usual,proper,foster,more,convenient,convenient,problematic, pRiority,recommend
great_pret,critical,incomplete,3,less_conv,inconv,problematic, recomMended,recommend
great_pret,proper,completed,2,convenient,inconv,nonprob, priorIty,recommend
great_pret,proper,incomplete,3,less_conv,inconv,slightly_prob,noT_Recom,not_recommend
usual,less_proper,foster,1,convenient,convenient,slightly_prob,noT_rEcom,not_recommend
pretentious,less_proper,foster,2,convenient,convenient,nonprob,noT_rEcom,not_recommend
pretentious,improper,completed,more,critical,convenient,problematic, priorIty,recommend
usual,critical,completed,more,convenient,inconv,problematic,noT_recOm,not_recommend
pretentious,critical,incomplete,1,critical,inconv,nonprob,noT_Recom,not_recommend
great_pret,critical,incomplete,3,convenient,convenient,nonprob, recomMended,recommend
pretentious,less_proper,complete,more,convenient,convenient,problematic, recOmmended,recommend
great_pret,very_crit,incomplete,1,convenient,convenient,slightly_prob,noT_Recom,not_recommend
great_pret,critical,complete,more,convenient,convenient,slightly_prob, recOmmended,recommend
great_pret,very_crit,completed,more,critical,convenient,problematic, priOrity,recommend
usual,critical,completed,1,critical,convenient,slightly_prob, prIority,recommend
pretentious,very_crit,completed,more,critical,convenient,slightly_prob, prIority,recommend
usual,very_crit,completed,1,less_conv,convenient,problematic, priOrity,recommend
usual,critical,incomplete,3,convenient,inconv,nonprob, priOrity,recommend
great_pret,proper,incomplete,more,convenient,convenient,slightly_prob, priOrity,recommend
usual,critical,complete,1,less_conv,convenient,problematic, prioRity,recommend
great_pret,less_proper,complete,more,convenient,convenient,slightly_prob, pRiority,recommend
pretentious,very_crit,incomplete,more,less_conv,convenient,problematic, priOrity,recommend
great_pret,critical,completed,more,less_conv,convenient,slightly_prob, prIority,recommend
great_pret,less_proper,complete,more,less_conv,inconv,nonprob,noT_recOm,not_recommend
pretentious,less_proper,completed,1,less_conv,convenient,problematic, pRiority,recommend
great_pret,critical,incomplete,more,convenient,inconv,problematic,noT_reCom,not_recommend
pretentious,very_crit,completed,1,convenient,convenient,slightly_prob,noT_rEcom,not_recommend
great_pret,less_proper,complete,1,convenient,inconv,slightly_prob,noT_recOm,not_recommend
great_pret,critical,completed,2,convenient,convenient,problematic,noT_Recom,not_recommend
usual,less_proper,complete,2,convenient,convenient,problematic,noT_reCom,not_recommend
great_pret,critical,complete,more,convenient,inconv,problematic,noT_recOm,not_recommend
pretentious,less_proper,incomplete,more,convenient,convenient,slightly_prob, prioriTy,not_recommend
pretentious,critical,foster,more,convenient,convenient,nonprob, pRiority,recommend
pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob, recommEnded,recommend
usual,less_proper,completed,2,convenient,convenient,nonprob,noT_rEcom,not_recommend
great_pret,proper,incomplete,more,convenient,inconv,nonprob,noT_reCom,not_recommend
usual,improper,incomplete,2,convenient,inconv,nonprob,noT_rEcom,not_recommend
pretentious,improper,foster,3,less_conv,inconv,slightly_prob, priOrity,recommend
usual,less_proper,completed,1,convenient,inconv,slightly_prob, prioriTy,recommend
pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob, prioRity,recommend
pretentious,proper,completed,2,critical,convenient,problematic, priorIty,recommend
great_pret,improper,complete,1,convenient,convenient,nonprob,noT_reCom,recommend
pretentious,less_proper,complete,more,less_conv,inconv,nonprob,noT_recOm,not_recommend
usual,proper,completed,2,less_conv,convenient,problematic, recoMmended,recommend
pretentious,critical,complete,3,less_conv,inconv,problematic,noT_recOm,not_recommend
great_pret,improper,complete,1,convenient,inconv,slightly_prob, rEcommended,recommend
usual,very_crit,incomplete,more,less_conv,convenient,slightly_prob,noT_recOm,not_recommend
great_pret,critical,incomplete,more,less_conv,convenient,slightly_prob,noT_rEcom,not_recommend
usual,proper,completed,3,less_conv,inconv,slightly_prob, rEcommended,recommend
pretentious,proper,incomplete,more,less_conv,convenient,nonprob, pRiority,recommend
great_pret,less_proper,complete,3,convenient,convenient,problematic,noT_recOm,not_recommend
pretentious,proper,completed,3,less_conv,convenient,nonprob,noT_recOm,not_recommend
great_pret,less_proper,complete,3,convenient,inconv,nonprob,noT_Recom,recommend
great_pret,proper,completed,3,less_conv,convenient,slightly_prob, priOrity,recommend
usual,less_proper,foster,1,less_conv,convenient,slightly_prob, reCommended,recommend
usual,very_crit,complete,1,less_conv,convenient,problematic,noT_reCom,recommend
great_pret,very_crit,completed,1,critical,convenient,nonprob, recommendEd,recommend
pretentious,improper,complete,1,convenient,inconv,problematic, recOmmended,not_recommend
usual,critical,completed,1,convenient,inconv,problematic,noT_recOm,not_recommend
pretentious,proper,foster,3,critical,inconv,nonprob, pRiority,recommend
pretentious,very_crit,completed,1,convenient,convenient,nonprob,noT_Recom,recommend
pretentious,improper,incomplete,3,convenient,convenient,slightly_prob, prioRity,recommend
usual,proper,incomplete,1,critical,convenient,nonprob,noT_rEcom,not_recommend
great_pret,less_proper,incomplete,2,convenient,inconv,slightly_prob, prioRity,recommend
great_pret,critical,complete,3,critical,convenient,slightly_prob, prioRity,recommend
great_pret,proper,completed,2,convenient,inconv,slightly_prob,noT_rEcom,not_recommend
great_pret,critical,incomplete,1,critical,inconv,slightly_prob, recOmmended,recommend
great_pret,proper,complete,1,critical,convenient,slightly_prob, prIority,recommend
great_pret,improper,incomplete,1,convenient,convenient,slightly_prob,noT_rEcom,not_recommend
pretentious,proper,incomplete,more,convenient,inconv,problematic, recOmmended,recommend
great_pret,critical,foster,1,less_conv,convenient,slightly_prob, pRiority,recommend
pretentious,critical,foster,1,less_conv,convenient,slightly_prob, recommendEd,not_recommend
great_pret,very_crit,incomplete,2,less_conv,convenient,nonprob, prioRity,recommend
usual,improper,foster,more,convenient,inconv,slightly_prob,noT_reCom,not_recommend
pretentious,very_crit,incomplete,3,convenient,convenient,slightly_prob, priorIty,recommend
usual,less_proper,incomplete,2,convenient,convenient,slightly_prob,noT_rEcom,not_recommend
pretentious,improper,complete,more,convenient,convenient,slightly_prob, prioRity,recommend
usual,improper,complete,3,convenient,inconv,problematic, priOrity,not_recommend
pretentious,critical,foster,more,convenient,convenient,slightly_prob, prioriTy,recommend
great_pret,critical,incomplete,more,critical,convenient,slightly_prob, prioRity,recommend
pretentious,very_crit,incomplete,2,less_conv,inconv,slightly_prob, recommeNded,recommend
usual,proper,completed,2,less_conv,convenient,slightly_prob, prioriTy,recommend
great_pret,less_proper,completed,2,convenient,convenient,problematic,noT_reCom,not_recommend
usual,very_crit,completed,3,less_conv,inconv,nonprob, prioriTy,recommend
great_pret,less_proper,complete,more,convenient,convenient,slightly_prob, reCommended,recommend
great_pret,less_proper,incomplete,more,convenient,convenient,slightly_prob,noT_recOm,not_recommend
usual,critical,incomplete,2,convenient,convenient,nonprob,noT_reCom,not_recommend
usual,critical,incomplete,1,less_conv,convenient,slightly_prob, prioRity,recommend
usual,very_crit,incomplete,more,convenient,convenient,slightly_prob, priorIty,recommend
pretentious,proper,complete,3,convenient,convenient,slightly_prob, prioriTy,recommend
great_pret,proper,incomplete,1,convenient,convenient,slightly_prob, recommEnded,recommend
great_pret,very_crit,foster,1,less_conv,convenient,nonprob,noT_reCom,not_recommend
pretentious,improper,complete,1,less_conv,convenient,nonprob, recoMmended,recommend
pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob, prioRity,recommend
pretentious,improper,incomplete,2,less_conv,inconv,problematic,noT_recOm,not_recommend
pretentious,critical,completed,1,convenient,convenient,problematic,noT_recOm,not_recommend
pretentious,less_proper,incomplete,1,convenient,convenient,slightly_prob,noT_Recom,not_recommend
great_pret,critical,completed,2,critical,inconv,slightly_prob, priorIty,recommend
usual,proper,incomplete,more,critical,convenient,slightly_prob,noT_rEcom,not_recommend
great_pret,proper,incomplete,more,convenient,convenient,slightly_prob,noT_rEcom,not_recommend
usual,critical,complete,3,less_conv,convenient,slightly_prob,noT_reCom,not_recommend
usual,improper,complete,2,less_conv,inconv,nonprob, recommendEd,recommend
great_pret,very_crit,completed,more,less_conv,convenient,slightly_prob, reCommended,recommend
pretentious,less_proper,completed,3,critical,inconv,problematic,noT_reCom,not_recommend
pretentious,critical,completed,more,critical,convenient,problematic, reCommended,recommend
great_pret,improper,completed,more,convenient,convenient,slightly_prob, priOrity,not_recommend
pretentious,very_crit,completed,more,less_conv,convenient,problematic, priorIty,recommend
great_pret,critical,incomplete,more,convenient,convenient,problematic,noT_Recom,not_recommend
pretentious,critical,completed,more,critical,convenient,slightly_prob,noT_Recom,not_recommend
pretentious,critical,complete,1,less_conv,inconv,problematic,noT_reCom,not_recommend
pretentious,less_proper,completed,more,critical,convenient,slightly_prob,noT_reCom,not_recommend
great_pret,critical,incomplete,more,convenient,convenient,slightly_prob, prioriTy,recommend
great_pret,very_crit,complete,more,convenient,convenient,slightly_prob, prIority,recommend
pretentious,improper,complete,1,less_conv,inconv,problematic, recommEnded,recommend
pretentious,very_crit,completed,2,less_conv,inconv,nonprob, prIority,recommend
great_pret,very_crit,incomplete,more,convenient,convenient,slightly_prob, prioriTy,recommend
pretentious,very_crit,incomplete,1,less_conv,inconv,slightly_prob,noT_Recom,not_recommend
great_pret,less_proper,complete,3,convenient,convenient,slightly_prob, priOrity,recommend
great_pret,critical,complete,3,convenient,inconv,problematic, recomMended,recommend
usual,critical,completed,more,convenient,convenient,slightly_prob, prioriTy,recommend
pretentious,critical,complete,more,less_conv,inconv,nonprob,noT_rEcom,recommend
great_pret,critical,incomplete,more,convenient,inconv,problematic, recOmmended,recommend
great_pret,critical,complete,2,critical,convenient,slightly_prob,noT_Recom,not_recommend
great_pret,proper,completed,1,convenient,convenient,slightly_prob,noT_Recom,not_recommend
great_pret,very_crit,incomplete,1,critical,inconv,problematic, prioRity,recommend
usual,improper,incomplete,3,less_conv,convenient,problematic, prioriTy,recommend
great_pret,critical,foster,more,convenient,convenient,nonprob, recomMended,recommend
pretentious,very_crit,incomplete,more,convenient,convenient,nonprob, prIority,recommend
pretentious,very_crit,complete,more,less_conv,inconv,nonprob,noT_reCom,not_recommend
great_pret,critical,complete,2,convenient,convenient,slightly_prob, rEcommended,recommend
pretentious,improper,complete,1,convenient,inconv,slightly_prob,noT_rEcom,not_recommend
usual,very_crit,foster,3,convenient,inconv,problematic, prioRity,recommend
pretentious,proper,incomplete,2,convenient,convenient,slightly_prob,noT_Recom,not_recommend
usual,proper,foster,1,convenient,inconv,slightly_prob, pRiority,recommend
pretentious,improper,foster,2,critical,convenient,nonprob,noT_Recom,not_recommend
great_pret,improper,incomplete,1,convenient,convenient,problematic, priorIty,recommend
usual,very_crit,completed,more,critical,inconv,problematic,noT_rEcom,not_recommend
pretentious,proper,complete,2,convenient,convenient,problematic, recommendEd,recommend
pretentious,less_proper,foster,1,critical,convenient,nonprob, prioriTy,recommend
pretentious,critical,foster,2,less_conv,convenient,slightly_prob, rEcommended,recommend
great_pret,very_crit,incomplete,more,critical,convenient,nonprob, rEcommended,recommend
pretentious,very_crit,completed,more,less_conv,convenient,problematic, prIority,recommend
great_pret,improper,incomplete,2,critical,convenient,slightly_prob, prIority,recommend
usual,critical,completed,2,critical,convenient,slightly_prob, recommendEd,recommend
pretentious,less_proper,incomplete,3,convenient,convenient,nonprob, prioRity,recommend
pretentious,very_crit,completed,more,convenient,convenient,nonprob, prioriTy,recommend
usual,critical,complete,2,critical,inconv,problematic,noT_reCom,not_recommend
usual,less_proper,incomplete,1,convenient,convenient,nonprob,noT_rEcom,not_recommend
great_pret,critical,incomplete,3,convenient,inconv,problematic, prioriTy,recommend
pretentious,critical,incomplete,more,convenient,inconv,nonprob,noT_reCom,not_recommend
usual,proper,completed,more,less_conv,inconv,slightly_prob, priorIty,not_recommend
great_pret,proper,foster,2,convenient,convenient,slightly_prob, prioriTy,recommend
great_pret,critical,foster,2,convenient,convenient,problematic, pRiority,recommend
pretentious,proper,incomplete,more,critical,convenient,problematic, pRiority,recommend
pretentious,improper,incomplete,more,convenient,convenient,problematic,noT_recOm,not_recommend
pretentious,very_crit,foster,2,convenient,convenient,problematic,noT_recOm,not_recommend
usual,proper,complete,3,convenient,inconv,slightly_prob, rEcommended,recommend
pretentious,less_proper,complete,1,convenient,convenient,slightly_prob, pRiority,recommend
pretentious,critical,completed,more,convenient,convenient,problematic, priorIty,recommend
great_pret,less_proper,foster,1,less_conv,convenient,problematic,noT_rEcom,not_recommend
great_pret,proper,complete,3,critical,convenient,slightly_prob, recOmmended,recommend
great_pret,very_crit,complete,2,critical,convenient,nonprob, recoMmended,recommend
great_pret,critical,incomplete,more,convenient,convenient,slightly_prob,noT_Recom,not_recommend
great_pret,less_proper,incomplete,1,critical,convenient,slightly_prob,noT_rEcom,not_recommend
great_pret,critical,foster,more,less_conv,convenient,slightly_prob, priorIty,recommend
pretentious,critical,complete,more,critical,convenient,slightly_prob, prioRity,recommend
usual,very_crit,incomplete,1,less_conv,convenient,problematic,noT_rEcom,not_recommend
pretentious,critical,incomplete,2,convenient,convenient,problematic, priorIty,recommend
pretentious,proper,complete,3,convenient,convenient,nonprob,noT_Recom,not_recommend
usual,improper,completed,3,critical,convenient,slightly_prob, pRiority,recommend
great_pret,less_proper,completed,1,convenient,convenient,nonprob,noT_recOm,recommend
great_pret,proper,foster,more,critical,convenient,problematic, prioRity,recommend
usual,less_proper,incomplete,2,critical,convenient,problematic, prioriTy,recommend
great_pret,improper,foster,1,convenient,inconv,slightly_prob,noT_Recom,not_recommend
usual,less_proper,incomplete,2,convenient,convenient,nonprob,noT_recOm,not_recommend
great_pret,very_crit,completed,more,critical,convenient,slightly_prob, prIority,recommend
usual,improper,incomplete,1,critical,convenient,nonprob, prioRity,recommend
great_pret,critical,complete,more,convenient,inconv,nonprob, prIority,recommend
great_pret,proper,incomplete,3,less_conv,convenient,slightly_prob, prioriTy,recommend
pretentious,critical,complete,3,convenient,convenient,nonprob,noT_reCom,not_recommend
pretentious,critical,incomplete,more,less_conv,inconv,nonprob, prioRity,recommend
usual,proper,foster,2,less_conv,convenient,slightly_prob,noT_rEcom,not_recommend
usual,improper,completed,1,less_conv,inconv,nonprob, rEcommended,recommend
usual,improper,foster,more,convenient,convenient,slightly_prob, prioRity,recommend
great_pret,critical,incomplete,3,less_conv,inconv,problematic, prIority,recommend
pretentious,very_crit,completed,1,convenient,inconv,problematic,noT_rEcom,not_recommend
great_pret,critical,completed,3,convenient,inconv,problematic, prIority,recommend
pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,noT_rEcom,not_recommend
usual,proper,completed,more,convenient,convenient,slightly_prob, pRiority,recommend
great_pret,critical,completed,1,convenient,convenient,slightly_prob, recommEnded,recommend
pretentious,critical,foster,2,convenient,convenient,slightly_prob,noT_recOm,not_recommend
great_pret,improper,foster,more,convenient,inconv,problematic,noT_Recom,not_recommend
pretentious,critical,incomplete,more,convenient,inconv,slightly_prob, recoMmended,recommend
pretentious,very_crit,complete,3,less_conv,convenient,problematic, prIority,recommend
great_pret,critical,foster,more,convenient,convenient,nonprob,noT_reCom,not_recommend
great_pret,critical,foster,2,convenient,inconv,problematic, prioRity,recommend
great_pret,critical,completed,more,critical,convenient,nonprob, reCommended,recommend
great_pret,critical,foster,1,convenient,inconv,nonprob, recommeNded,recommend
pretentious,improper,incomplete,1,convenient,convenient,problematic,noT_rEcom,not_recommend
usual,less_proper,foster,1,critical,inconv,slightly_prob, priOrity,recommend
great_pret,less_proper,completed,3,critical,inconv,problematic,noT_reCom,not_recommend
pretentious,critical,completed,more,convenient,convenient,nonprob,noT_reCom,not_recommend
pretentious,critical,completed,more,less_conv,inconv,nonprob, recommEnded,recommend
pretentious,proper,foster,3,convenient,convenient,problematic, recommenDed,recommend
usual,less_proper,completed,1,convenient,inconv,slightly_prob,noT_reCom,not_recommend
pretentious,critical,complete,3,convenient,inconv,nonprob,noT_Recom,not_recommend
pretentious,very_crit,incomplete,1,less_conv,inconv,nonprob,noT_rEcom,not_recommend
pretentious,very_crit,foster,more,convenient,convenient,problematic, priOrity,recommend
great_pret,improper,complete,1,less_conv,convenient,nonprob, recommEnded,recommend
pretentious,critical,completed,3,convenient,convenient,problematic, pRiority,recommend
pretentious,critical,incomplete,more,critical,convenient,slightly_prob,noT_rEcom,not_recommend
usual,less_proper,complete,1,critical,convenient,slightly_prob,noT_rEcom,not_recommend
pretentious,proper,completed,3,convenient,convenient,slightly_prob, priOrity,recommend
great_pret,very_crit,complete,2,convenient,convenient,problematic,noT_recOm,not_recommend
usual,critical,incomplete,3,convenient,inconv,problematic,noT_Recom,not_recommend
usual,less_proper,completed,2,convenient,convenient,problematic,noT_reCom,not_recommend
pretentious,less_proper,foster,more,critical,inconv,slightly_prob,noT_Recom,not_recommend
great_pret,critical,incomplete,2,convenient,inconv,nonprob,noT_reCom,not_recommend
great_pret,proper,incomplete,1,critical,inconv,slightly_prob,noT_rEcom,not_recommend
pretentious,critical,foster,more,convenient,convenient,problematic,noT_Recom,not_recommend
great_pret,proper,incomplete,1,convenient,convenient,nonprob, priorIty,recommend
pretentious,very_crit,foster,3,convenient,inconv,slightly_prob, pRiority,recommend
usual,proper,foster,2,convenient,convenient,nonprob, recOmmended,recommend
pretentious,critical,completed,1,critical,convenient,nonprob, prioRity,recommend
usual,proper,incomplete,2,convenient,convenient,slightly_prob,noT_recOm,not_recommend
great_pret,proper,foster,more,convenient,inconv,nonprob, recOmmended,recommend
pretentious,critical,foster,2,convenient,inconv,problematic, prioriTy,recommend
usual,less_proper,incomplete,more,convenient,convenient,problematic, recOmmended,recommend
pretentious,very_crit,completed,more,convenient,convenient,slightly_prob, priorIty,recommend
pretentious,less_proper,foster,1,critical,convenient,slightly_prob, rEcommended,recommend
great_pret,proper,completed,more,convenient,convenient,nonprob,noT_recOm,not_recommend
usual,critical,incomplete,more,less_conv,convenient,slightly_prob, priorIty,recommend
great_pret,very_crit,complete,1,less_conv,convenient,nonprob,noT_reCom,not_recommend
pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,noT_rEcom,not_recommend
great_pret,improper,incomplete,more,less_conv,inconv,problematic,noT_Recom,not_recommend
great_pret,proper,complete,3,convenient,inconv,problematic, recommenDed,recommend
pretentious,less_proper,incomplete,3,convenient,convenient,slightly_prob, rEcommended,recommend
pretentious,proper,foster,1,critical,inconv,slightly_prob,noT_recOm,not_recommend
great_pret,very_crit,incomplete,2,less_conv,convenient,slightly_prob, recommenDed,recommend
pretentious,proper,complete,more,convenient,inconv,slightly_prob,noT_recOm,not_recommend
pretentious,proper,completed,2,convenient,convenient,nonprob, recomMended,recommend
pretentious,very_crit,completed,1,critical,inconv,slightly_prob, priOrity,recommend
pretentious,critical,incomplete,more,convenient,convenient,slightly_prob, pRiority,recommend
usual,critical,incomplete,2,critical,convenient,slightly_prob,noT_recOm,not_recommend
great_pret,critical,incomplete,more,critical,inconv,nonprob, priOrity,recommend
pretentious,critical,completed,1,less_conv,inconv,nonprob, priorIty,recommend
great_pret,proper,foster,3,convenient,inconv,problematic, recommEnded,recommend
pretentious,very_crit,foster,3,convenient,convenient,slightly_prob, prioRity,recommend
great_pret,less_proper,complete,more,critical,convenient,nonprob, priorIty,recommend
great_pret,improper,complete,3,less_conv,convenient,slightly_prob,noT_reCom,not_recommend
pretentious,proper,foster,2,convenient,inconv,slightly_prob,noT_Recom,not_recommend
pretentious,proper,complete,more,convenient,inconv,nonprob, recommEnded,recommend
great_pret,proper,complete,more,convenient,convenient,problematic, priOrity,recommend
great_pret,critical,complete,more,critical,convenient,slightly_prob, pRiority,recommend
great_pret,improper,complete,3,convenient,inconv,slightly_prob,noT_Recom,not_recommend
usual,less_proper,incomplete,more,critical,inconv,slightly_prob,noT_Recom,not_recommend
great_pret,improper,foster,1,convenient,convenient,slightly_prob, priOrity,recommend
pretentious,improper,completed,more,less_conv,inconv,slightly_prob,noT_reCom,not_recommend
usual,less_proper,complete,more,less_conv,convenient,slightly_prob, pRiority,recommend
great_pret,improper,complete,more,critical,convenient,problematic, prioriTy,recommend
great_pret,proper,completed,2,convenient,convenient,nonprob, prioRity,recommend
usual,critical,incomplete,1,critical,inconv,nonprob, recommendEd,not_recommend
great_pret,very_crit,complete,2,convenient,inconv,problematic,noT_recOm,not_recommend
pretentious,very_crit,incomplete,more,less_conv,convenient,slightly_prob, priOrity,recommend
usual,critical,completed,2,convenient,inconv,nonprob,noT_recOm,not_recommend
great_pret,critical,completed,1,less_conv,inconv,slightly_prob, prIority,recommend
pretentious,critical,incomplete,3,less_conv,inconv,slightly_prob,noT_rEcom,not_recommend
pretentious,improper,complete,1,less_conv,convenient,problematic, prIority,recommend
great_pret,very_crit,incomplete,more,less_conv,convenient,problematic,noT_recOm,not_recommend
pretentious,less_proper,incomplete,2,critical,convenient,nonprob,noT_rEcom,not_recommend
pretentious,improper,foster,1,less_conv,convenient,nonprob, pRiority,recommend
usual,proper,completed,2,convenient,inconv,problematic,noT_recOm,not_recommend
great_pret,critical,incomplete,more,less_conv,inconv,slightly_prob, reCommended,recommend
pretentious,improper,completed,1,convenient,convenient,nonprob, recommendEd,recommend
usual,critical,incomplete,1,convenient,convenient,problematic, prioriTy,recommend
pretentious,critical,incomplete,more,critical,convenient,slightly_prob,noT_reCom,not_recommend
pretentious,proper,incomplete,1,critical,convenient,slightly_prob, priOrity,recommend
pretentious,critical,completed,1,convenient,convenient,slightly_prob, priorIty,recommend
usual,proper,incomplete,2,convenient,inconv,problematic,noT_rEcom,not_recommend
pretentious,proper,foster,3,less_conv,convenient,nonprob, recOmmended,recommend
great_pret,improper,completed,more,convenient,convenient,problematic, pRiority,not_recommend
pretentious,critical,incomplete,3,less_conv,convenient,slightly_prob, pRiority,recommend
usual,proper,completed,3,less_conv,convenient,slightly_prob, pRiority,recommend
usual,less_proper,foster,2,critical,convenient,nonprob,noT_Recom,not_recommend
pretentious,critical,incomplete,1,convenient,convenient,problematic, recomMended,recommend
pretentious,improper,incomplete,1,critical,inconv,problematic, recomMended,recommend
great_pret,proper,complete,more,convenient,convenient,nonprob, recoMmended,recommend
usual,less_proper,complete,more,convenient,convenient,nonprob,noT_rEcom,not_recommend
great_pret,critical,completed,1,less_conv,inconv,problematic, rEcommended,recommend
great_pret,critical,completed,more,critical,convenient,slightly_prob, recommenDed,recommend
great_pret,less_proper,incomplete,more,less_conv,inconv,slightly_prob, priorIty,recommend
pretentious,proper,incomplete,more,convenient,inconv,slightly_prob,noT_rEcom,not_recommend
usual,proper,incomplete,more,convenient,convenient,slightly_prob,noT_rEcom,not_recommend
great_pret,critical,completed,more,critical,convenient,problematic, recommenDed,recommend
great_pret,less_proper,completed,more,less_conv,inconv,slightly_prob,noT_rEcom,not_recommend
pretentious,very_crit,foster,more,convenient,convenient,nonprob,noT_recOm,not_recommend
pretentious,critical,foster,1,convenient,convenient,slightly_prob, rEcommended,recommend
pretentious,critical,foster,2,convenient,convenient,slightly_prob, reCommended,recommend
great_pret,very_crit,completed,more,convenient,inconv,slightly_prob,noT_Recom,not_recommend
usual,improper,complete,more,convenient,inconv,slightly_prob,noT_Recom,recommend
great_pret,very_crit,incomplete,more,critical,convenient,nonprob,noT_rEcom,not_recommend
pretentious,proper,complete,2,convenient,convenient,problematic, priorIty,recommend
great_pret,proper,incomplete,2,less_conv,inconv,problematic, priorIty,recommend
great_pret,proper,incomplete,2,less_conv,convenient,slightly_prob,noT_recOm,not_recommend
pretentious,less_proper,complete,3,critical,convenient,slightly_prob,noT_reCom,not_recommend
great_pret,critical,incomplete,1,less_conv,convenient,nonprob, reCommended,recommend
great_pret,very_crit,complete,2,critical,inconv,slightly_prob,noT_recOm,not_recommend
great_pret,very_crit,completed,more,critical,inconv,problematic, recOmmended,recommend
pretentious,critical,incomplete,3,less_conv,inconv,nonprob, priOrity,recommend
pretentious,critical,incomplete,3,critical,convenient,nonprob, recommendEd,recommend
usual,critical,completed,3,convenient,convenient,slightly_prob,noT_rEcom,not_recommend
usual,less_proper,incomplete,more,convenient,convenient,slightly_prob, rEcommended,recommend
usual,proper,complete,more,convenient,convenient,slightly_prob, recommEnded,not_recommend
pretentious,critical,foster,1,convenient,convenient,nonprob, prioriTy,recommend
usual,critical,incomplete,1,critical,convenient,slightly_prob,noT_recOm,not_recommend
great_pret,proper,completed,3,less_conv,inconv,nonprob, recoMmended,recommend
great_pret,less_proper,incomplete,more,convenient,inconv,slightly_prob,noT_reCom,recommend
pretentious,less_proper,complete,1,critical,convenient,slightly_prob, recOmmended,recommend
usual,very_crit,completed,more,convenient,convenient,problematic,noT_rEcom,not_recommend
pretentious,very_crit,completed,more,less_conv,inconv,nonprob, pRiority,recommend
great_pret,very_crit,incomplete,3,less_conv,inconv,nonprob, prioriTy,recommend
great_pret,critical,completed,more,convenient,inconv,nonprob,noT_rEcom,not_recommend
usual,improper,complete,3,critical,convenient,nonprob, prIority,recommend
usual,critical,completed,2,critical,convenient,problematic, priorIty,recommend
great_pret,critical,completed,2,convenient,convenient,nonprob, prIority,recommend
pretentious,proper,completed,3,less_conv,inconv,problematic,noT_Recom,not_recommend
great_pret,very_crit,incomplete,1,less_conv,inconv,slightly_prob, recommenDed,recommend
usual,improper,complete,more,convenient,inconv,nonprob,noT_Recom,not_recommend
great_pret,less_proper,completed,1,convenient,convenient,slightly_prob,noT_recOm,recommend
pretentious,proper,completed,more,less_conv,convenient,nonprob, priorIty,recommend
usual,critical,completed,more,convenient,convenient,problematic, priOrity,recommend
great_pret,critical,foster,more,convenient,convenient,slightly_prob, pRiority,recommend
pretentious,critical,incomplete,1,convenient,convenient,problematic, prIority,recommend
pretentious,less_proper,foster,2,less_conv,inconv,nonprob, reCommended,recommend
great_pret,less_proper,incomplete,1,less_conv,convenient,nonprob, prIority,recommend
pretentious,improper,completed,more,convenient,convenient,problematic, priOrity,recommend
pretentious,critical,completed,2,critical,convenient,slightly_prob, recommendEd,recommend
great_pret,critical,completed,1,less_conv,inconv,slightly_prob, priOrity,recommend
usual,critical,foster,more,critical,convenient,nonprob,noT_Recom,not_recommend
usual,very_crit,incomplete,2,convenient,inconv,slightly_prob, recoMmended,recommend
great_pret,less_proper,incomplete,more,convenient,inconv,slightly_prob,noT_rEcom,not_recommend
great_pret,less_proper,incomplete,1,less_conv,convenient,slightly_prob, priorIty,recommend
usual,very_crit,incomplete,more,less_conv,convenient,problematic, recomMended,recommend
great_pret,less_proper,incomplete,more,critical,convenient,slightly_prob, prioriTy,recommend
pretentious,proper,foster,1,convenient,convenient,slightly_prob,noT_Recom,not_recommend
great_pret,very_crit,incomplete,2,critical,convenient,problematic,noT_Recom,not_recommend
pretentious,critical,incomplete,3,less_conv,inconv,problematic, recoMmended,recommend
pretentious,improper,foster,2,critical,convenient,slightly_prob, recOmmended,recommend
usual,critical,incomplete,2,convenient,convenient,slightly_prob, priorIty,recommend
great_pret,critical,foster,3,less_conv,convenient,slightly_prob, priOrity,recommend
great_pret,improper,completed,1,convenient,inconv,problematic, prIority,recommend
pretentious,critical,complete,3,critical,convenient,slightly_prob, prioRity,recommend
great_pret,critical,completed,more,critical,convenient,slightly_prob, pRiority,recommend
pretentious,improper,incomplete,3,critical,convenient,nonprob, priorIty,recommend
great_pret,critical,incomplete,more,convenient,inconv,nonprob, priorIty,recommend
usual,less_proper,incomplete,1,convenient,inconv,nonprob,noT_recOm,not_recommend
great_pret,less_proper,complete,more,convenient,inconv,slightly_prob,noT_Recom,not_recommend
pretentious,very_crit,foster,3,less_conv,convenient,problematic, prioRity,not_recommend
